trial,formula,used_features,f1_macro,metric
771,sqrt((sqrt(payment_per_freq) * contract_length)),payment_per_freq|gender_age_group|contract_length|renewal_pressure,0.5001,0.5001
772,log(log(renewal_pressure)),renewal_pressure|frequent|tenure,0.5001,0.5001
773,(freq(gender) - is_high_interaction),gender|is_high_interaction,0.4964,0.4964
774,(usage_cluster + gender_age_group),usage_cluster|gender_age_group,0.5001,0.5001
776,(freq(subscription_type) / age),subscription_type|age,0.4981,0.4981
777,(log(tenure) + contract_length),tenure|older_low_contract|contract_length,0.4973,0.4973
778,(((age * is_high_interaction) * contract_ratio) * new_inactive),age|is_high_interaction|contract_ratio|new_inactive,0.5001,0.5001
779,sqrt((interaction_per_freq / payment_interval)),interaction_per_freq|payment_interval|usage_cluster,0.4985,0.4985
780,(freq(gender) + gender_age_group),gender|gender_age_group,0.5001,0.5001
782,(log(test_2) + interaction_per_freq),test_2|test_1|interaction_per_freq,0.4989,0.4989
784,sqrt((((older_low_contract * test_2))^2 - is_high_interaction)),older_low_contract|test_2|payment_interval|is_high_interaction|age,0.5001,0.5001
785,(sqrt(test_2) - is_high_interaction),test_2|payment_per_freq|is_high_interaction,0.4964,0.4964
788,(((interaction_per_freq + new_inactive) / frequent) / is_high_interaction),interaction_per_freq|new_inactive|frequent|is_high_interaction,0.4992,0.4992
792,(log(frequent) * contract_length),frequent|is_older_group|contract_length,0.5001,0.5001
793,(log((vip_low_interaction / test_2)) + payment_per_freq),vip_low_interaction|test_2|usage_cluster|payment_per_freq,0.4990,0.4990
795,(new_inactive * contract_ratio),new_inactive|contract_ratio,0.5001,0.5001
796,(log(test_1) + gender_age_group),test_1|frequent|gender_age_group,0.5001,0.5001
797,(interaction_per_freq + contract_ratio),interaction_per_freq|contract_ratio,0.5001,0.5001
799,sqrt((age)^2),age|interaction_per_freq|test_2,0.5001,0.5001
800,((renewal_pressure - interaction_rate) * after_interaction),renewal_pressure|interaction_rate|after_interaction,0.5001,0.5001
803,((payment_interval * vip_low_interaction))^2,payment_interval|vip_low_interaction|interaction_per_freq,0.5001,0.5001
804,((sqrt(new_inactive) - interaction_per_freq) * is_older_group),new_inactive|gender_age_group|interaction_per_freq|is_older_group,0.4967,0.4967
805,(freq(subscription_type) - test_2),subscription_type|test_2,0.5001,0.5001
807,(log(frequent) + is_older_group),frequent|freq_per_tenure|is_older_group,0.4994,0.4994
808,(((new_inactive + test_2) / payment_per_freq) / tenure),new_inactive|test_2|payment_per_freq|tenure,0.4981,0.4981
810,((new_inactive)^2 * tenure),new_inactive|vip_low_interaction|tenure,0.5001,0.5001
811,(contract_ratio / gender_age_group),contract_ratio|gender_age_group,0.4975,0.4975
812,(freq(gender) + test_1),gender|test_1,0.4941,0.4941
813,log(log(gender_age_group)),gender_age_group|renewal_pressure|older_low_contract,0.5001,0.5001
814,((is_older_group * interaction_per_freq) + after_interaction),is_older_group|interaction_per_freq|after_interaction,0.4976,0.4976
818,log(sqrt((is_older_group * after_interaction))),is_older_group|after_interaction|gender_age_group|interaction_rate,0.4990,0.4990
820,(sqrt(interaction_rate) * age),interaction_rate|is_high_interaction|age,0.5001,0.5001
821,((renewal_pressure + freq_per_tenure) + test_1),renewal_pressure|freq_per_tenure|test_1,0.5001,0.5001
822,(interaction_per_freq)^2,interaction_per_freq|payment_per_freq,0.5001,0.5001
824,((log(test_2))^2)^2,test_2|new_inactive|contract_ratio|interaction_rate,0.5001,0.5001
825,(log(test_1) - contract_ratio),test_1|after_interaction|contract_ratio,0.5001,0.5001
826,((vip_low_interaction / frequent) / payment_interval),vip_low_interaction|frequent|payment_interval,0.5001,0.5001
828,(age * tenure),age|tenure,0.4969,0.4969
831,(interaction_per_freq - gender_age_group),interaction_per_freq|gender_age_group,0.4976,0.4976
832,(log(gender_age_group) * is_high_interaction),gender_age_group|contract_ratio|is_high_interaction,0.5001,0.5001
833,((log((gender_age_group + age)) + freq_per_tenure))^2,gender_age_group|age|is_high_interaction|freq_per_tenure|test_1,0.4978,0.4978
835,sqrt(sqrt((new_inactive)^2)),new_inactive|payment_per_freq|vip_low_interaction|after_interaction,0.5001,0.5001
838,(sqrt(usage_cluster) + freq_per_tenure),usage_cluster|age|freq_per_tenure,0.4981,0.4981
839,(interaction_rate * contract_length),interaction_rate|contract_length,0.5001,0.5001
840,(log(after_interaction) * is_high_interaction),after_interaction|vip_low_interaction|is_high_interaction,0.5001,0.5001
842,((log(is_high_interaction))^2 * test_1),is_high_interaction|age|vip_low_interaction|test_1,0.4998,0.4998
843,((renewal_pressure + new_inactive) - freq_per_tenure),renewal_pressure|new_inactive|freq_per_tenure,0.4991,0.4991
845,(freq(gender) + contract_length),gender|contract_length,0.4966,0.4966
846,((interaction_rate / after_interaction) / age),interaction_rate|after_interaction|age,0.4995,0.4995
847,(((older_low_contract * test_1) + frequent) - payment_per_freq),older_low_contract|test_1|frequent|payment_per_freq,0.4995,0.4995
851,(sqrt(freq_per_tenure) * older_low_contract),freq_per_tenure|age|older_low_contract,0.5001,0.5001
854,((is_older_group * tenure) + contract_length),is_older_group|tenure|contract_length,0.5001,0.5001
856,(vip_low_interaction + older_low_contract),vip_low_interaction|older_low_contract,0.5001,0.5001
857,(sqrt((usage_cluster)^2) / is_high_interaction),usage_cluster|test_2|interaction_per_freq|is_high_interaction,0.5001,0.5001
860,(log(freq_per_tenure) + frequent),freq_per_tenure|is_older_group|frequent,0.4987,0.4987
861,(contract_ratio - interaction_per_freq),contract_ratio|interaction_per_freq,0.4991,0.4991
862,(((usage_cluster / test_1))^2 + tenure),usage_cluster|test_1|contract_ratio|tenure,0.4997,0.4997
864,((interaction_per_freq * payment_per_freq) - contract_length),interaction_per_freq|payment_per_freq|contract_length,0.4969,0.4969
865,(log(freq_per_tenure) / new_inactive),freq_per_tenure|is_older_group|new_inactive,0.5001,0.5001
868,((vip_low_interaction + age) + gender_age_group),vip_low_interaction|age|gender_age_group,0.4993,0.4993
869,(log(log(test_1)) * is_older_group),test_1|test_2|is_high_interaction|is_older_group,0.4947,0.4947
872,(sqrt(interaction_per_freq) * test_2),interaction_per_freq|new_inactive|test_2,0.4977,0.4977
874,(test_1 * payment_interval),test_1|payment_interval,0.5001,0.5001
875,sqrt(log(interaction_per_freq)),interaction_per_freq|older_low_contract|test_1,0.5001,0.5001
876,((freq_per_tenure / interaction_per_freq) + gender_age_group),freq_per_tenure|interaction_per_freq|gender_age_group,0.4961,0.4961
878,(test_1 + contract_length),test_1|contract_length,0.4957,0.4957
879,log((log(interaction_rate) * age)),interaction_rate|test_1|age|is_older_group,0.5001,0.5001
880,((is_high_interaction)^2)^2,is_high_interaction|usage_cluster|contract_ratio,0.5001,0.5001
881,(freq(subscription_type) - vip_low_interaction),subscription_type|vip_low_interaction,0.4995,0.4995
882,(renewal_pressure * test_1),renewal_pressure|test_1,0.5001,0.5001
883,(log(payment_per_freq) - freq_per_tenure),payment_per_freq|older_low_contract|freq_per_tenure,0.4986,0.4986
885,((log(test_1) / age) / contract_length),test_1|contract_ratio|age|contract_length,0.5001,0.5001
886,(sqrt(is_older_group) + gender_age_group),is_older_group|payment_interval|gender_age_group,0.5001,0.5001
889,log((gender_age_group + after_interaction)),gender_age_group|after_interaction|vip_low_interaction,0.4988,0.4988
890,(test_2 * renewal_pressure),test_2|renewal_pressure,0.5001,0.5001
892,((age)^2 * is_high_interaction),age|new_inactive|is_high_interaction,0.5001,0.5001
893,((log(renewal_pressure) + test_1))^2,renewal_pressure|vip_low_interaction|test_1|older_low_contract,0.4990,0.4990
894,(sqrt(sqrt((frequent / older_low_contract))) - is_high_interaction),frequent|older_low_contract|tenure|renewal_pressure|is_high_interaction,0.5001,0.5001
897,((interaction_per_freq * contract_ratio))^2,interaction_per_freq|contract_ratio|freq_per_tenure,0.5001,0.5001
899,(freq(subscription_type) / after_interaction),subscription_type|after_interaction,0.4978,0.4978
900,(((vip_low_interaction - payment_interval) * freq_per_tenure) + tenure),vip_low_interaction|payment_interval|freq_per_tenure|tenure,0.4984,0.4984
901,((renewal_pressure + freq_per_tenure) - usage_cluster),renewal_pressure|freq_per_tenure|usage_cluster,0.5001,0.5001
903,((contract_length)^2 + payment_interval),contract_length|usage_cluster|payment_interval,0.4991,0.4991
905,(sqrt(usage_cluster) / age),usage_cluster|older_low_contract|age,0.5001,0.5001
906,(freq(subscription_type) * payment_interval),subscription_type|payment_interval,0.5001,0.5001
907,log((is_older_group * contract_length)),is_older_group|contract_length|test_1,0.5001,0.5001
910,((log(usage_cluster) + test_1) - after_interaction),usage_cluster|payment_interval|test_1|after_interaction,0.5005,0.5005
911,((log(after_interaction) + payment_per_freq) - is_high_interaction),after_interaction|freq_per_tenure|payment_per_freq|is_high_interaction,0.4990,0.4990
912,((log(gender_age_group) + interaction_per_freq) - usage_cluster),gender_age_group|payment_per_freq|interaction_per_freq|usage_cluster,0.4990,0.4990
913,((log(age) + contract_ratio) - payment_per_freq),age|interaction_rate|contract_ratio|payment_per_freq,0.4996,0.4996
915,((log(payment_interval) + is_older_group) - tenure),payment_interval|renewal_pressure|is_older_group|tenure,0.4994,0.4994
916,((log(is_older_group) + usage_cluster) - contract_ratio),is_older_group|test_2|usage_cluster|contract_ratio,0.5001,0.5001
917,((log(freq_per_tenure) + contract_ratio) - tenure),freq_per_tenure|age|contract_ratio|tenure,0.5005,0.5005
918,((log(freq_per_tenure) + older_low_contract) - payment_per_freq),freq_per_tenure|usage_cluster|older_low_contract|payment_per_freq,0.4992,0.4992
919,((log(interaction_rate) + vip_low_interaction) - interaction_per_freq),interaction_rate|gender_age_group|vip_low_interaction|interaction_per_freq,0.4989,0.4989
920,((log(test_2) + older_low_contract) - payment_interval),test_2|contract_length|older_low_contract|payment_interval,0.4960,0.4960
921,((log(tenure) + payment_interval) - usage_cluster),tenure|test_1|payment_interval|usage_cluster,0.5001,0.5001
922,((log(frequent) + is_high_interaction) - gender_age_group),frequent|freq_per_tenure|is_high_interaction|gender_age_group,0.4979,0.4979
923,((log(frequent) + usage_cluster) - is_high_interaction),frequent|new_inactive|usage_cluster|is_high_interaction,0.4965,0.4965
924,((log(is_older_group) + older_low_contract) - interaction_rate),is_older_group|vip_low_interaction|older_low_contract|interaction_rate,0.4986,0.4986
925,((log(interaction_per_freq) + contract_length) - payment_interval),interaction_per_freq|tenure|contract_length|payment_interval,0.4957,0.4957
926,((log(age) + vip_low_interaction) - interaction_rate),age|test_1|vip_low_interaction|interaction_rate,0.5001,0.5001
927,((log(payment_per_freq) + frequent) - interaction_rate),payment_per_freq|test_1|frequent|interaction_rate,0.4970,0.4970
928,((log(contract_length) + older_low_contract) * age),contract_length|test_1|older_low_contract|age,0.5001,0.5001
929,((log(after_interaction) + new_inactive) / is_older_group),after_interaction|test_2|new_inactive|is_older_group,0.4998,0.4998
930,((log(interaction_per_freq) + gender_age_group) + is_older_group),interaction_per_freq|after_interaction|gender_age_group|is_older_group,0.4983,0.4983
931,((log(test_2) + payment_interval) - older_low_contract),test_2|contract_ratio|payment_interval|older_low_contract,0.4962,0.4962
932,((log(renewal_pressure) + interaction_per_freq) * is_older_group),renewal_pressure|vip_low_interaction|interaction_per_freq|is_older_group,0.4984,0.4984
933,log((log(payment_interval) + gender_age_group)),payment_interval|test_2|gender_age_group|payment_per_freq,0.4981,0.4981
934,((log(test_1) + payment_per_freq))^2,test_1|vip_low_interaction|payment_per_freq|new_inactive,0.5001,0.5001
935,((log(older_low_contract) + is_high_interaction) / interaction_rate),older_low_contract|after_interaction|is_high_interaction|interaction_rate,0.5001,0.5001
936,sqrt((log(vip_low_interaction) * payment_per_freq)),vip_low_interaction|age|payment_per_freq|is_older_group,0.5001,0.5001
937,(sqrt(log(vip_low_interaction)) + freq_per_tenure),vip_low_interaction|frequent|test_2|freq_per_tenure,0.4984,0.4984
938,((log(age) + contract_ratio) * new_inactive),age|interaction_per_freq|contract_ratio|new_inactive,0.5001,0.5001
939,(((freq_per_tenure / frequent))^2 - renewal_pressure),freq_per_tenure|frequent|test_2|renewal_pressure,0.5001,0.5001
940,(((vip_low_interaction + test_1) * interaction_rate) / payment_per_freq),vip_low_interaction|test_1|interaction_rate|payment_per_freq,0.5001,0.5001
941,(((vip_low_interaction)^2 - older_low_contract) + is_older_group),vip_low_interaction|test_2|older_low_contract|is_older_group,0.5001,0.5001
942,((log(interaction_per_freq) + frequent) - tenure),interaction_per_freq|usage_cluster|frequent|tenure,0.4992,0.4992
943,(log(log(freq_per_tenure)) * interaction_per_freq),freq_per_tenure|usage_cluster|interaction_rate|interaction_per_freq,0.4975,0.4975
944,log((log(gender_age_group) + payment_per_freq)),gender_age_group|usage_cluster|payment_per_freq|interaction_per_freq,0.4990,0.4990
945,((sqrt(test_1) * age))^2,test_1|contract_ratio|age|contract_length,0.5001,0.5001
946,sqrt(sqrt(log(test_2))),test_2|freq_per_tenure|new_inactive|vip_low_interaction,0.5001,0.5001
947,(age + interaction_rate),age|interaction_rate,0.4960,0.4960
949,((log(after_interaction) + renewal_pressure) / older_low_contract),after_interaction|interaction_rate|renewal_pressure|older_low_contract,0.5001,0.5001
950,((log(interaction_per_freq) - payment_interval) + interaction_rate),interaction_per_freq|payment_per_freq|payment_interval|interaction_rate,0.4980,0.4980
951,(older_low_contract - tenure),older_low_contract|tenure,0.5000,0.5000
952,(((interaction_rate / renewal_pressure))^2 - frequent),interaction_rate|renewal_pressure|contract_ratio|frequent,0.4985,0.4985
954,(is_high_interaction + interaction_rate),is_high_interaction|interaction_rate,0.4991,0.4991
955,((log(contract_length) * is_high_interaction) * contract_ratio),contract_length|interaction_per_freq|is_high_interaction|contract_ratio,0.4998,0.4998
956,(interaction_rate)^2,interaction_rate|is_high_interaction,0.5001,0.5001
957,((sqrt(contract_length) + new_inactive) / freq_per_tenure),contract_length|vip_low_interaction|new_inactive|freq_per_tenure,0.4994,0.4994
959,(log(log(tenure)) - vip_low_interaction),tenure|contract_ratio|usage_cluster|vip_low_interaction,0.4993,0.4993
960,sqrt(((log(tenure) + contract_ratio) + usage_cluster)),tenure|payment_per_freq|contract_ratio|usage_cluster|new_inactive,0.5001,0.5001
961,(usage_cluster / interaction_per_freq),usage_cluster|interaction_per_freq,0.4986,0.4986
963,log(((new_inactive)^2 * test_1)),new_inactive|older_low_contract|test_1|usage_cluster,0.5001,0.5001
965,(sqrt(log(payment_interval)) * after_interaction),payment_interval|vip_low_interaction|renewal_pressure|after_interaction,0.4986,0.4986
967,((sqrt(older_low_contract) + new_inactive))^2,older_low_contract|gender_age_group|new_inactive|frequent,0.5001,0.5001
969,(((contract_ratio - test_1) - renewal_pressure) - age),contract_ratio|test_1|renewal_pressure|age,0.5001,0.5001
970,(test_2 + usage_cluster),test_2|usage_cluster,0.4992,0.4992
972,(log(tenure) + payment_per_freq),tenure|test_2|payment_per_freq,0.4992,0.4992
973,sqrt(((renewal_pressure / tenure) * is_high_interaction)),renewal_pressure|tenure|is_high_interaction|usage_cluster,0.5000,0.5000
975,log(log(freq_per_tenure)),freq_per_tenure|test_2|renewal_pressure,0.5001,0.5001
976,((log(gender_age_group) + interaction_per_freq) / is_high_interaction),gender_age_group|new_inactive|interaction_per_freq|is_high_interaction,0.4999,0.4999
977,(gender_age_group + is_high_interaction),gender_age_group|is_high_interaction,0.4986,0.4986
980,sqrt(log(gender_age_group)),gender_age_group|payment_per_freq|payment_interval,0.5001,0.5001
983,(((new_inactive / vip_low_interaction))^2 - is_high_interaction),new_inactive|vip_low_interaction|is_older_group|is_high_interaction,0.5001,0.5001
985,((payment_interval + is_older_group) - usage_cluster),payment_interval|is_older_group|usage_cluster,0.5001,0.5001
988,(((interaction_per_freq)^2 * contract_length) * test_1),interaction_per_freq|older_low_contract|contract_length|test_1,0.5001,0.5001
989,(log(freq_per_tenure) + tenure),freq_per_tenure|usage_cluster|tenure,0.4987,0.4987
991,log(sqrt(renewal_pressure)),renewal_pressure|payment_interval|contract_length,0.5001,0.5001
992,(interaction_per_freq - is_high_interaction),interaction_per_freq|is_high_interaction,0.4990,0.4990
993,((log(tenure) + payment_interval) / renewal_pressure),tenure|interaction_per_freq|payment_interval|renewal_pressure,0.4977,0.4977
996,((older_low_contract + freq_per_tenure) * gender_age_group),older_low_contract|freq_per_tenure|gender_age_group,0.5001,0.5001
997,sqrt((is_older_group)^2),is_older_group|interaction_per_freq|after_interaction,0.5001,0.5001
998,(freq(subscription_type) * renewal_pressure),subscription_type|renewal_pressure,0.4997,0.4997
999,((log(interaction_rate) + contract_length) - is_high_interaction),interaction_rate|older_low_contract|contract_length|is_high_interaction,0.4982,0.4982
1000,(new_inactive / test_2),new_inactive|test_2,0.5001,0.5001
1001,((log(freq_per_tenure) - contract_length) + usage_cluster),freq_per_tenure|payment_interval|contract_length|usage_cluster,0.4980,0.4980
1003,(log(frequent))^2,frequent|contract_ratio|is_older_group,0.5001,0.5001
1005,((is_high_interaction + new_inactive) + age),is_high_interaction|new_inactive|age,0.4983,0.4983
1007,(((sqrt(payment_interval) * renewal_pressure))^2 * is_high_interaction),payment_interval|freq_per_tenure|renewal_pressure|age|is_high_interaction,0.4998,0.4998
1008,log(log((interaction_per_freq)^2)),interaction_per_freq|renewal_pressure|frequent|is_high_interaction,0.5001,0.5001
1011,(log(vip_low_interaction) + test_2),vip_low_interaction|contract_ratio|test_2,0.4947,0.4947
1012,(sqrt((tenure / interaction_rate)) * after_interaction),tenure|interaction_rate|new_inactive|after_interaction,0.4988,0.4988
1013,(log(freq_per_tenure) * usage_cluster),freq_per_tenure|vip_low_interaction|usage_cluster,0.4977,0.4977
1015,(usage_cluster + interaction_rate),usage_cluster|interaction_rate,0.4999,0.4999
1016,(log(freq_per_tenure) + contract_length),freq_per_tenure|test_1|contract_length,0.4998,0.4998
1017,sqrt(((test_1)^2)^2),test_1|contract_ratio|interaction_rate|after_interaction,0.5001,0.5001
1020,((contract_length - after_interaction) - interaction_rate),contract_length|after_interaction|interaction_rate,0.4960,0.4960
1022,((log(vip_low_interaction) + usage_cluster) - is_older_group),vip_low_interaction|test_2|usage_cluster|is_older_group,0.4987,0.4987
1023,(freq(subscription_type) - is_older_group),subscription_type|is_older_group,0.4993,0.4993
1024,(log(interaction_rate) * usage_cluster),interaction_rate|is_high_interaction|usage_cluster,0.4991,0.4991
1025,(after_interaction + renewal_pressure),after_interaction|renewal_pressure,0.4982,0.4982
1026,((log(test_2) + new_inactive) / payment_interval),test_2|older_low_contract|new_inactive|payment_interval,0.4974,0.4974
1028,log((vip_low_interaction)^2),vip_low_interaction|gender_age_group|age,0.5001,0.5001
1029,((frequent / new_inactive) + renewal_pressure),frequent|new_inactive|renewal_pressure,0.4997,0.4997
1032,(sqrt(log(tenure)) + test_1),tenure|usage_cluster|contract_ratio|test_1,0.4979,0.4979
1033,(log(age) * test_2),age|gender_age_group|test_2,0.4960,0.4960
1034,(contract_ratio + renewal_pressure),contract_ratio|renewal_pressure,0.5001,0.5001
1036,(sqrt(new_inactive) + test_2),new_inactive|interaction_rate|test_2,0.4973,0.4973
1037,(((gender_age_group)^2)^2 - payment_per_freq),gender_age_group|new_inactive|test_1|payment_per_freq,0.4974,0.4974
1039,(freq(subscription_type) * age),subscription_type|age,0.5001,0.5001
1040,(log(tenure) - interaction_per_freq),tenure|test_2|interaction_per_freq,0.4992,0.4992
1042,(((tenure * older_low_contract) * test_1) * after_interaction),tenure|older_low_contract|test_1|after_interaction,0.5001,0.5001
1043,(log(usage_cluster) + payment_per_freq),usage_cluster|is_older_group|payment_per_freq,0.5001,0.5001
1045,(log((test_1 / freq_per_tenure)) / after_interaction),test_1|freq_per_tenure|payment_per_freq|after_interaction,0.4988,0.4988
1046,(is_high_interaction + gender_age_group),is_high_interaction|gender_age_group,0.4986,0.4986
1047,(log(tenure) + usage_cluster),tenure|after_interaction|usage_cluster,0.4991,0.4991
1050,(((after_interaction - older_low_contract) * test_1) - payment_interval),after_interaction|older_low_contract|test_1|payment_interval,0.5001,0.5001
1053,(sqrt(age) + freq_per_tenure),age|vip_low_interaction|freq_per_tenure,0.4992,0.4992
1054,(((frequent * usage_cluster))^2 + new_inactive),frequent|usage_cluster|test_2|new_inactive,0.4963,0.4963
1057,(log(is_older_group) + payment_per_freq),is_older_group|payment_interval|payment_per_freq,0.4985,0.4985
1059,((freq_per_tenure)^2 - payment_per_freq),freq_per_tenure|vip_low_interaction|payment_per_freq,0.4973,0.4973
1060,(freq(gender) + new_inactive),gender|new_inactive,0.5001,0.5001
1061,log(((new_inactive / age) * usage_cluster)),new_inactive|age|usage_cluster|is_high_interaction,0.5001,0.5001
1065,((((new_inactive * freq_per_tenure) + is_older_group))^2 - payment_per_freq),new_inactive|freq_per_tenure|is_older_group|interaction_rate|payment_per_freq,0.5001,0.5001
1066,sqrt(sqrt(log(frequent))),frequent|is_high_interaction|contract_length|after_interaction,0.5001,0.5001
1067,(sqrt(interaction_per_freq) + test_2),interaction_per_freq|freq_per_tenure|test_2,0.4992,0.4992
1070,((tenure + frequent) * is_older_group),tenure|frequent|is_older_group,0.4974,0.4974
1071,(((contract_length)^2)^2 * tenure),contract_length|contract_ratio|usage_cluster|tenure,0.4973,0.4973
1073,(freq(gender) * test_1),gender|test_1,0.5001,0.5001
1074,(log(payment_per_freq) - older_low_contract),payment_per_freq|contract_length|older_low_contract,0.5001,0.5001
1075,(gender_age_group * is_older_group),gender_age_group|is_older_group,0.5001,0.5001
1076,(((test_1 / older_low_contract) + age) - after_interaction),test_1|older_low_contract|age|after_interaction,0.5001,0.5001
1077,(freq(subscription_type) / payment_interval),subscription_type|payment_interval,0.4975,0.4975
1078,(log(after_interaction) * payment_interval),after_interaction|interaction_rate|payment_interval,0.4994,0.4994
1079,(((payment_per_freq - older_low_contract) + vip_low_interaction) / test_1),payment_per_freq|older_low_contract|vip_low_interaction|test_1,0.4994,0.4994
1082,log((gender_age_group + payment_interval)),gender_age_group|payment_interval|new_inactive,0.5001,0.5001
1083,((new_inactive)^2 + gender_age_group),new_inactive|renewal_pressure|gender_age_group,0.4991,0.4991
1084,(sqrt(log(age)) + is_older_group),age|contract_length|tenure|is_older_group,0.5001,0.5001
1087,(sqrt(is_older_group) * renewal_pressure),is_older_group|test_2|renewal_pressure,0.4985,0.4985
1088,((payment_interval * new_inactive) + tenure),payment_interval|new_inactive|tenure,0.4993,0.4993
1090,(((log(test_2))^2 - contract_length) + payment_per_freq),test_2|freq_per_tenure|contract_ratio|contract_length|payment_per_freq,0.4967,0.4967
1091,(((after_interaction + older_low_contract) - is_high_interaction) * payment_per_freq),after_interaction|older_low_contract|is_high_interaction|payment_per_freq,0.4986,0.4986
1095,(log(is_older_group) + age),is_older_group|is_high_interaction|age,0.5001,0.5001
1096,(((contract_ratio / test_2) * after_interaction) / payment_interval),contract_ratio|test_2|after_interaction|payment_interval,0.5001,0.5001
1099,(gender_age_group * tenure),gender_age_group|tenure,0.5001,0.5001
1100,((log(payment_per_freq) + frequent) - interaction_per_freq),payment_per_freq|age|frequent|interaction_per_freq,0.4985,0.4985
1102,(freq(gender) - renewal_pressure),gender|renewal_pressure,0.4972,0.4972
1103,log(((gender_age_group + usage_cluster) + tenure)),gender_age_group|usage_cluster|tenure|test_1,0.5000,0.5000
1105,((contract_length)^2 * test_2),contract_length|is_older_group|test_2,0.4987,0.4987
1108,(gender_age_group / age),gender_age_group|age,0.4963,0.4963
1109,((log(older_low_contract) - is_high_interaction) + gender_age_group),older_low_contract|after_interaction|is_high_interaction|gender_age_group,0.4985,0.4985
1111,((payment_interval * payment_per_freq) + interaction_rate),payment_interval|payment_per_freq|interaction_rate,0.4996,0.4996
1112,(frequent - interaction_rate),frequent|interaction_rate,0.4989,0.4989
1113,log(log(after_interaction)),after_interaction|renewal_pressure|freq_per_tenure,0.5001,0.5001
1115,sqrt(((payment_per_freq + frequent) * gender_age_group)),payment_per_freq|frequent|gender_age_group|payment_interval,0.5001,0.5001
1117,(sqrt(tenure) + older_low_contract),tenure|freq_per_tenure|older_low_contract,0.4999,0.4999
1119,(sqrt((payment_per_freq)^2))^2,payment_per_freq|gender_age_group|test_1|after_interaction,0.5001,0.5001
1120,(log(freq_per_tenure) + usage_cluster),freq_per_tenure|interaction_rate|usage_cluster,0.4968,0.4968
1124,(((interaction_per_freq + usage_cluster) * renewal_pressure) * frequent),interaction_per_freq|usage_cluster|renewal_pressure|frequent,0.4993,0.4993
1125,((interaction_per_freq * tenure))^2,interaction_per_freq|tenure|new_inactive,0.4973,0.4973
1126,(vip_low_interaction / gender_age_group),vip_low_interaction|gender_age_group,0.5001,0.5001
1128,((freq_per_tenure)^2 - tenure),freq_per_tenure|frequent|tenure,0.5003,0.5003
1129,(((tenure)^2 - freq_per_tenure) - older_low_contract),tenure|contract_length|freq_per_tenure|older_low_contract,0.4998,0.4998
1130,((after_interaction)^2 - payment_per_freq),after_interaction|payment_interval|payment_per_freq,0.4973,0.4973
1131,((usage_cluster)^2 - vip_low_interaction),usage_cluster|interaction_per_freq|vip_low_interaction,0.5001,0.5001
1133,(((usage_cluster)^2 - age) / is_high_interaction),usage_cluster|test_2|age|is_high_interaction,0.5001,0.5001
1135,((payment_interval)^2 - test_2),payment_interval|frequent|test_2,0.4953,0.4953
1137,(((contract_ratio)^2 - tenure) + gender_age_group),contract_ratio|interaction_rate|tenure|gender_age_group,0.5001,0.5001
1138,((usage_cluster)^2 - contract_length),usage_cluster|interaction_rate|contract_length,0.4993,0.4993
1139,(age)^2,age|freq_per_tenure,0.5001,0.5001
1142,((contract_length)^2 - test_1),contract_length|tenure|test_1,0.4950,0.4950
1143,(((after_interaction)^2 - interaction_rate) - payment_interval),after_interaction|is_high_interaction|interaction_rate|payment_interval,0.4964,0.4964
1145,((after_interaction)^2 - is_older_group),after_interaction|test_2|is_older_group,0.4986,0.4986
1147,(((is_high_interaction)^2 - frequent) * interaction_rate),is_high_interaction|renewal_pressure|frequent|interaction_rate,0.4983,0.4983
1151,((interaction_rate * age) - payment_interval),interaction_rate|age|payment_interval,0.5001,0.5001
1152,((sqrt(freq_per_tenure) - vip_low_interaction) / is_high_interaction),freq_per_tenure|test_1|vip_low_interaction|is_high_interaction,0.4994,0.4994
1154,((contract_ratio + interaction_per_freq) + usage_cluster),contract_ratio|interaction_per_freq|usage_cluster,0.5001,0.5001
1156,(interaction_per_freq - freq_per_tenure),interaction_per_freq|freq_per_tenure,0.4987,0.4987
1157,(freq(subscription_type) - renewal_pressure),subscription_type|renewal_pressure,0.4980,0.4980
1158,((interaction_rate * freq_per_tenure) + test_1),interaction_rate|freq_per_tenure|test_1,0.4993,0.4993
1159,(((age / gender_age_group) - test_1) - frequent),age|gender_age_group|test_1|frequent,0.5001,0.5001
1160,log((vip_low_interaction + usage_cluster)),vip_low_interaction|usage_cluster|contract_ratio,0.4983,0.4983
1163,log((sqrt(interaction_rate) * older_low_contract)),interaction_rate|payment_per_freq|older_low_contract|is_high_interaction,0.5001,0.5001
1164,((is_high_interaction * interaction_rate) + contract_length),is_high_interaction|interaction_rate|contract_length,0.4989,0.4989
1166,(age / test_1),age|test_1,0.4955,0.4955
1167,(sqrt((interaction_rate + freq_per_tenure)))^2,interaction_rate|freq_per_tenure|vip_low_interaction|older_low_contract,0.4991,0.4991
1168,((((new_inactive)^2 + freq_per_tenure) + vip_low_interaction))^2,new_inactive|tenure|freq_per_tenure|vip_low_interaction|gender_age_group,0.4986,0.4986
1170,((after_interaction * freq_per_tenure) * interaction_per_freq),after_interaction|freq_per_tenure|interaction_per_freq,0.4967,0.4967
1171,(sqrt(is_older_group) - is_high_interaction),is_older_group|renewal_pressure|is_high_interaction,0.5001,0.5001
1173,sqrt(((payment_per_freq + after_interaction) + frequent)),payment_per_freq|after_interaction|frequent|renewal_pressure,0.4985,0.4985
1175,(age - tenure),age|tenure,0.4995,0.4995
